image_path,latex
Images_Matrices_Train_2014/104_em_80.png,$\begin{pmatrix}0  &4  &0  \\2  &0  &0  \\0  &0  &-5\end{pmatrix}=\begin{pmatrix}0  &1  &0  \\1  &0  &0  \\0  &0  &1\end{pmatrix}\begin{pmatrix}4  &0  &0  \\0  &2  &0  \\0  &0  &-5\end{pmatrix}$
Images_Matrices_Train_2014/101_em_18.png,$A^{n-1} =\begin{pmatrix}2&3\\1&1\end{pmatrix}\begin{pmatrix}2^{n-1}&0\\0&3^{n-1}\end{pmatrix}\begin{pmatrix}-1&3\\1&-2\end{pmatrix}$
Images_Matrices_Train_2014/103_em_55.png,$\begin{pmatrix}2  &3  \\4  &-1\end{pmatrix}$
Images_Matrices_Train_2014/11_em_88.png,"$ \{\begin{pmatrix}1  &0  \\1  &1\end{pmatrix},\begin{pmatrix}2  &0  \\2  &3\end{pmatrix}  \} $"
Images_Matrices_Train_2014/11_em_75.png,$ \begin{pmatrix}1  &-1 &1/2  \\1  &1  &-1/2 \\0  &2  &0\end{pmatrix} $
Images_Matrices_Train_2014/103_em_71.png,$ A=\begin{pmatrix}1  &2  \\2  &3\end{pmatrix} $
Images_Matrices_Train_2014/7_em_40.png,$\begin{pmatrix}-1  &0  &0  &0  &0  \\0  &2  &0  &0  &0  \\0  &1  &2  &0  &0  \\0  &0  &0  &2  &0  \\0  &0  &0  &1  &2\end{pmatrix}$
Images_Matrices_Train_2014/11_em_91.png,$ \begin{pmatrix}1  &1  \\0  &0\end{pmatrix}  $
Images_Matrices_Train_2014/6_em_13.png,$\begin{pmatrix}3&2\\1&1\\\end{pmatrix}\begin{pmatrix}1&0\\0&32\\\end{pmatrix}\begin{pmatrix}1&-2\\-1&3\\\end{pmatrix} $
Images_Matrices_Train_2014/20_gt_2.png,$ \begin {pmatrix} 20 \\ - 6 \\ - 13 \end {pmatrix} $
Images_Matrices_Train_2014/7_em_38.png,$ A = \begin{pmatrix}10&2\\2&7\end{pmatrix}$
Images_Matrices_Train_2014/6_em_0.png,$\begin{pmatrix}-3  &1  \\-4  &2\end{pmatrix}$
Images_Matrices_Train_2014/40_gt_1.png,$ \begin {pmatrix} 1 & 0 \\ 0 & - 1 \end {pmatrix} = P \begin {pmatrix} - 1 & 0 \\ 0 & 1 \end {pmatrix} P ^ {- 1} $
Images_Matrices_Train_2014/104_em_99.png,$\begin{pmatrix}1\\1\end{pmatrix}$
Images_Matrices_Train_2014/15_gt_1.png,$ \begin {pmatrix} 0 & 1 \\ 1 & 0 \end {pmatrix} $
Images_Matrices_Train_2014/6_em_2.png,$P^{-1}\begin{pmatrix}1&0\\0&2^{100}\\\end{pmatrix}P $
Images_Matrices_Train_2014/40_gt_3.png,$ (T - 1 I) ^ {3} = \begin {pmatrix} 0 & 0 & 0 & 6 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \end {pmatrix} $
Images_Matrices_Train_2014/20_gt_0.png,$ \begin {bmatrix} 1 & 3 & 4 \\ 6 & 3 & 2 \end {bmatrix} $
Images_Matrices_Train_2014/11_em_93.png,$ \begin{vmatrix}0  &1  &4  \\0  &2  &3  \\1  &5  &1\end{vmatrix}  $
Images_Matrices_Train_2014/6_em_11.png,$\begin{pmatrix}2  &0  &3  &4  \\0  &1  &1  &-1 \\3  &1  &0  &2  \\1  &0  &-4 &-1\end{pmatrix}$
Images_Matrices_Train_2014/15_gt_3.png,$ \begin {pmatrix} 3 & 1 \\ 2 & 8 \end {pmatrix} \begin {pmatrix} 3 \\ 2 \end {pmatrix} $
Images_Matrices_Train_2014/103_em_73.png,$B = \begin{pmatrix}-8&6\\-15&11\end{pmatrix}$
Images_Matrices_Train_2014/7_em_42.png,$(T-3I)^2=\begin{pmatrix}0  &0  &0  \\1  &0  &0  \\0  &0  &0\end{pmatrix}\begin{pmatrix}0  &0  &0  \\1  &0  &0  \\0  &0  &0\end{pmatrix}=\begin{pmatrix}0  &0  &0  \\0  &0  &0  \\0  &0  &0\end{pmatrix}$
Images_Matrices_Train_2014/103_em_57.png,$A=\begin{pmatrix}0  &1  \\1  &0  \\0  &-1\end{pmatrix}$
Images_Matrices_Train_2014/104_em_82.png,$\begin{pmatrix}3  &0  \\0  &1\end{pmatrix}=\begin{pmatrix}1  &1  \\0  &-1\end{pmatrix}^{-1}\begin{pmatrix}3  &2  \\0  &1\end{pmatrix}\begin{pmatrix}1  &1  \\0  &-1\end{pmatrix}$
Images_Matrices_Train_2014/102_em_39.png,$\begin{bmatrix}-1\\0\\1\end{bmatrix}$
Images_Matrices_Train_2014/11_em_77.png,$A=\begin{pmatrix}2  &3  \\4  &6\end{pmatrix}$
Images_Matrices_Train_2014/10_em_61.png,$\begin{pmatrix}2  &3  &4  &5  \\3  &4  &5  &6  \\4  &5  &6  &7  \\5  &6  &7  &8\end{pmatrix} $
Images_Matrices_Train_2014/102_em_41.png,$\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}2\\1\\\end{pmatrix} $
Images_Matrices_Train_2014/25_gt_4.png,$ \begin {pmatrix} 1 & 2 \\ 3 & 6 \end {pmatrix} $
Images_Matrices_Train_2014/10_em_58.png,$\begin{bmatrix}x_1 \\x_2 \end{bmatrix}$
Images_Matrices_Train_2014/7_em_27.png,$\begin{pmatrix}0\\2\\-1\end{pmatrix}$
Images_Matrices_Train_2014/104_em_86.png,$ \begin{pmatrix}1  &2  &3  \\4  &5  &6\end{pmatrix}  $
Images_Matrices_Train_2014/103_em_53.png,$\begin{pmatrix}1  &2  &1  \\1  &3  &1\end{pmatrix}   $
Images_Matrices_Train_2014/25_gt_0.png,$ x = \begin {pmatrix} 2 \\ 1 \end {pmatrix} $
Images_Matrices_Train_2014/101_em_23.png,$\left|T-xI\right|=\begin{vmatrix}-x &1  &0  &0  \\0  &-x &2  &0  \\0  &0  &-x &3  \\0  &0  &0  &-x\end{vmatrix}=x^4$
Images_Matrices_Train_2014/102_em_45.png,$\begin{bmatrix}3.569953 & 0        & 0        & 0\\0        & 2.000000 & 0        & 0\\0        & 0        & 1.120463 & 0\end{bmatrix}$
Images_Matrices_Train_2014/45_gt_3.png,$ T = \begin {pmatrix} 2 & - 1 \\ 1 & 4 \end {pmatrix} $
Images_Matrices_Train_2014/10_gt_3.png,"$ \begin {pmatrix} 1 & 1 & 1 \\ 0 & 0 & 3 \end {pmatrix}, \begin {pmatrix} 0 & 1 & 2 \\ - 1 & - 1 & 1 \end {pmatrix} $"
Images_Matrices_Train_2014/10_em_65.png,"$\begin{pmatrix}1  &0  \\0  &0\end{pmatrix},\begin{pmatrix}0  &1  \\0  &2\end{pmatrix} $"
Images_Matrices_Train_2014/20_gt_4.png,$ \begin {bmatrix} 7 & 5 \\ 4 & - 2 \end {bmatrix} - \begin {bmatrix} - 1 & 2 \\ - 3 & 5 \end {bmatrix} = \begin {bmatrix} 8 & 3 \\ - 7 & 7 \end {bmatrix} $
Images_Matrices_Train_2014/11_em_97.png,$\begin{pmatrix}x_n\\x_{n-1}\end{pmatrix}=\begin{pmatrix}-2^n+3^n\\-2^{n-1}+3^{n-1}\end{pmatrix}$
Images_Matrices_Train_2014/6_em_15.png,$P = \begin{bmatrix}1 & 1 & 2 & 2\\1 & 1 & 2 & 2\\3 & 3 & 4 & 4\\3 & 3 & 4 & 4\end{bmatrix}$
Images_Matrices_Train_2014/6_em_6.png,$ \begin{pmatrix}1  &2  \\2  &1\end{pmatrix}  $
Images_Matrices_Train_2014/7_em_46.png,$ \begin{pmatrix}10  &-9 \\4  &-2\end{pmatrix}  $
Images_Matrices_Train_2014/7_em_44.png,$\begin{bmatrix}\cos (\gamma) & \sin (\gamma) & 0 \\-\sin (\gamma) & \cos (\gamma) & 0 \\0 & 0 & 1 \\\end{bmatrix}$
Images_Matrices_Train_2014/102_em_26.png,$ \begin{pmatrix}1  &-1 \\1  &1\end{pmatrix}  $
Images_Matrices_Train_2014/6_em_4.png,$T=\begin{pmatrix}1    &2    &1    \\2    &0    &-2   \\-1    &2    &3\end{pmatrix}$
Images_Matrices_Train_2014/11_em_95.png,$F_n=\begin{vmatrix}1  &-1  &1  &-1  &1  &-1  &\ldots  \\1  &1   &0  &1   &0  &1   &\ldots  \\0  &1   &1  &0   &1  &0   &\ldots  \\0  &0   &1  &1   &0  &1   &\ldots  \\.  &.   &.  &.   &.  &.   &\ldots\end{vmatrix}$
Images_Matrices_Train_2014/6_em_17.png,$ \begin{pmatrix}1  &2  \\3  &4\end{pmatrix}\begin{pmatrix}1  &-1 \\0  &1\end{pmatrix} $
Images_Matrices_Train_2014/102_em_47.png,$A^{-1} = \frac{1}{-7}\begin{pmatrix}3&-5\\-2&1\end{pmatrix}$
Images_Matrices_Train_2014/45_gt_1.png,"$ \begin {bmatrix} a _ {1, 1} p _ {1} + a _ {1 _ {}, 2} p _ {2} + a _ {l _ {}, 3} p _ {3} + t _ {1} \\ a _ {21} p _ {1} + a _ {2, 2} p _ {2} + a _ {2 _ {}, 3} p _ {3} + t _ {2} \\ a _ {3, 1} p _ {1} + a _ {3 _ {}, 2} p _ {2} + a _ {3 _ {}, 3} p _ {3} + t _ {3} \\ 1 \end {bmatrix} $"
Images_Matrices_Train_2014/101_em_21.png,$P=\begin{pmatrix}1  &-2  \\1  &2\end{pmatrix}^{-1}=\begin{pmatrix}1/2  &1/2  \\-1/4 &1/4\end{pmatrix}$
Images_Matrices_Train_2014/25_gt_2.png,$ \begin {pmatrix} 0 & 0 & 0 \\ 0 & 0 & 0 \\ 0 & 0 & 0 \end {pmatrix} $
Images_Matrices_Train_2014/10_em_67.png,$\begin{vmatrix}2  &3  &4  \\3  &4  &5  \\4  &5  &6\end{vmatrix}=0$
Images_Matrices_Train_2014/10_gt_1.png,$ \begin {pmatrix} 1 & 0 & 0 & 1 \\ 0 & 1 & 1 & 0 \\ 0 & 1 & 1 & 0 \\ - 1 & 0 & 0 & 1 \end {pmatrix} $
Images_Matrices_Train_2014/101_em_9.png,$\begin{pmatrix}5  &10 \\10  &5\end{pmatrix}  $
Images_Matrices_Train_2014/7_em_25.png,$\begin{pmatrix}2  &0  &0  \\1  &2  &0  \\0  &1  &2\end{pmatrix}$
Images_Matrices_Train_2014/103_em_51.png,$\begin{vmatrix}2  &1  \\1  &2\end{vmatrix}=3$
Images_Matrices_Train_2014/104_em_79.png,$\begin{pmatrix}1  &2  \\3  &4\end{pmatrix}$
Images_Matrices_Train_2014/104_em_84.png,$\begin{pmatrix}2  &3  &6  \\1  &3  &8  \\-7  &1  &0\end{pmatrix}\begin{pmatrix}1  &0  &0  \\0  &1  &0  \\0  &0  &1\end{pmatrix}=\begin{pmatrix}2  &3  &6  \\1  &3  &8  \\-7  &1  &0\end{pmatrix}$
Images_Matrices_Train_2014/7_em_29.png,$\begin{pmatrix}x_n\\x_{n-1}\end{pmatrix}=\begin{pmatrix}2&1\\1&0\end{pmatrix}^{n-1}\begin{pmatrix}1\\1\end{pmatrix}$
Images_Matrices_Train_2014/101_em_5.png,$P = \begin{bmatrix}P_{11}  & P_{12} \\P_{21} &  P_{22} \end{bmatrix}$
Images_Matrices_Train_2014/11_em_80.png,$M=\begin{pmatrix}1  &-1  \\1  &-1\end{pmatrix}$
Images_Matrices_Train_2014/10_em_56.png,$\begin{pmatrix}3&2\\1&1\\\end{pmatrix}\begin{pmatrix}1&0\\0&4\\\end{pmatrix}\begin{pmatrix}1&-2\\-1&3\\\end{pmatrix} $
Images_Matrices_Train_2014/104_em_75.png,$\begin{pmatrix}-1 &  1  \\0 &  0\end{pmatrix}\begin{pmatrix}0&  0  \\0 & 1\end{pmatrix} $
Images_Matrices_Train_2014/101_em_10.png,$\begin{pmatrix}-4 - 2 &15\\-2&7 - 2\end{pmatrix}x = 0$
Images_Matrices_Train_2014/104_em_88.png,$\begin{bmatrix}a & b \\c & d \\\end{bmatrix}$
Images_Matrices_Train_2014/102_em_33.png,$\begin{pmatrix}2  &2  \\4  &3\end{pmatrix}$
Images_Matrices_Train_2014/103_em_60.png,$\begin{pmatrix}5  &0  &0  &0  \\0  &2  &0  &0  \\0  &0  &2  &0  \\0  &0  &0  &3\end{pmatrix}$
Images_Matrices_Train_2014/55_gt_2.png,$ \begin {pmatrix} 1 & 2 & 3 \\ 3 & 0 & 3 \\ 1 & 4 & 5 \end {pmatrix} $
Images_Matrices_Train_2014/35_gt_1.png,$ \begin {pmatrix} 3 & 5 \\ 6 & 4 \end {pmatrix} $
Images_Matrices_Train_2014/104_em_91.png,$\begin{pmatrix}-1  &2  &2  \\2  &2  &2  \\-3  &-6 &-6\end{pmatrix}$
Images_Matrices_Train_2014/6_em_8.png,$\begin{pmatrix}1  &1  &-1  \\4  &0  &3\end{pmatrix}\begin{pmatrix}2  &-1 &-1  \\3  &1  &1   \\3  &1  &1\end{pmatrix}   $
Images_Matrices_Train_2014/7_em_30.png,$\begin{pmatrix}1  &0  &0  \\0  &1  &0  \\0  &0  &0\end{pmatrix}$
Images_Matrices_Train_2014/60_gt_1.png,$ \begin {vmatrix} 1 & 2 & 3 \\ - 1 & - 2 & - 3 \\ 2 & 4 & 6 \end {vmatrix} $
Images_Matrices_Train_2014/11_em_99.png,$\mathrm{A} \left[ \begin{matrix}p_1\\p_2\\p_3 \end{matrix} \right] + \left[ \begin{matrix}t_1\\t_2\\t_3 \end{matrix} \right] $
Images_Matrices_Train_2014/10_em_72.png,$\begin{pmatrix}x'\\y'\end{pmatrix}=\begin{pmatrix}4&-1\\2&1\end{pmatrix}\begin{pmatrix}x\\y\end{pmatrix}$
Images_Matrices_Train_2014/7_em_48.png,$A = \begin{pmatrix}1&2\\-1&4\end{pmatrix}$
Images_Matrices_Train_2014/6_em_24.png,$ \begin{vmatrix}1  &0  &0  &1 \\2  &1  &1  &0 \\-1  &0  &1  &0 \\1  &1  &1  &0\end{vmatrix}=\begin{vmatrix}1  &0  &0  &1 \\0  &1  &1  &-2\\0  &0  &1  &1 \\0  &1  &1  &-1\end{vmatrix}=\begin{vmatrix}1  &0  &0  &1 \\0  &1  &1  &-2\\0  &0  &1  &1 \\0  &0  &0  &1\end{vmatrix}    $
Images_Matrices_Train_2014/10_em_70.png,$\begin{pmatrix}-5&18\\-3&10\\\end{pmatrix}\begin{pmatrix}-5&18\\-3&10\\\end{pmatrix}\begin{pmatrix}-1&6\\-1&4\\\end{pmatrix} $
Images_Matrices_Train_2014/104_em_93.png,$\begin{pmatrix}1  &3  &-1  &5  &0  &4  \\2  &0  &1   &0  &4  &1\end{pmatrix}$
Images_Matrices_Train_2014/102_em_28.png,$\begin{pmatrix}2  &-3  \\-4  &6\end{pmatrix}$
Images_Matrices_Train_2014/35_gt_3.png,$ \begin {pmatrix} 8 & 11 & 14 & 21 \\ 4 & 24 & 14 & 20 \end {pmatrix} $
Images_Matrices_Train_2014/55_gt_0.png,$ \begin {vmatrix} 2 & 1 \\ 5 & - 3 \end {vmatrix} $
